GeneID,Bcells,Malignant,Fibroblasts
ABCC1,0.017992986,0.09891854,0.055297095
ABCC10,0.011450082,0.080773726,0.039497927
ABCC11,0.0,0.00058531685,0.0
ABCC12,0.0,0.0014632922,0.0017554634
ABCC2,0.000545242,0.0011706337,0.0
ABCC3,0.014721533,1.7682422,0.082506776
ABCC4,0.03271452,0.14662187,0.043886583
ABCC5,0.02126444,0.1492558,0.086017706
ABCC5-AS1,0.0,0.0,0.0
ABCC6,0.00272621,0.17852165,0.021065561
ABCC8,0.0,0.00029265843,0.0
ABCC9,0.001635726,0.0052678515,0.25805312
ABCD1,0.013085808,0.04828864,0.048275243
ABCD2,0.006542904,0.00058531685,0.0052663903
ABCD3,0.020719197,0.3552873,0.094795026
ABCD4,0.092145905,0.21481128,0.2720968
ABCE1,0.12158897,0.24524775,0.26770815
ABCF1,0.18756326,0.61077815,0.44062135
ABCF2,0.044709846,0.20749481,0.20977788
ABCF3,0.058886133,0.09862589,0.11937152
ABCG1,0.08124106,0.069945365,0.076362655
ABCG2,0.006542904,0.004975193,0.01492144
ABCG4,0.0,0.00029265843,0.0008777317
ABCG5,0.0,0.0011706337,0.0008777317
ABCG8,0.0,0.0,0.0
ABHD1,0.003816694,0.004682535,0.006144122
ABHD10,0.036531214,0.0661408,0.06056349
ABHD11,0.04307412,0.5645381,0.09918368
ABHD11-AS1,0.000545242,0.39538154,0.0035109269
ABHD12,0.12813187,0.5425887,0.2685859
ABHD12B,0.0,0.0017559505,0.006144122
ABHD13,0.051252745,0.15745023,0.20977788
ABHD14A,0.2633519,0.31870502,0.48889655
ABHD14A-ACY1,0.0,0.0,0.0
ABHD14B,0.3620407,0.49459273,0.6793643
ABHD15,0.046890814,0.088968165,0.035987
ABHD15-AS1,0.0,0.0,0.0
ABHD16A,0.004361936,0.008779753,0.012288244
ABHD16B,0.0,0.0,0.0
ABHD17A,0.11231985,0.37255418,0.40814525
ABHD17B,0.039257426,0.07579853,0.08777317
ABHD17C,0.00272621,0.36201847,0.06582987
ABHD18,0.02453589,0.076091185,0.043886583
ABHD2,0.04852654,0.67457765,0.45466504
ABHD3,0.16793454,0.13140363,0.12814882
ABHD4,0.016902503,0.08018841,0.10006142
ABHD5,0.10741267,0.24115054,0.36689186
ABHD6,0.01090484,0.029265841,0.03686473
ABHD8,0.059431378,0.11530742,0.17730181
ABI1,0.21591583,0.37138355,0.26419723
ABI2,0.055614684,0.35587266,0.5512155
ABI3,0.11995324,0.010535703,0.040375657
ABI3BP,0.001090484,0.013754945,0.95497215
ABL1,0.01635726,0.15042643,0.16852449
ABL2,0.058886133,0.3652377,0.602124
ABLIM1,0.06052186,0.36377442,0.16413583
ABLIM2,0.002180968,0.011998995,0.014043707
ABLIM3,0.001635726,0.047118004,0.12024924
ABO,0.008723872,0.19666646,0.0008777317
ABR,0.034350246,0.14252464,0.14219254
ABRA,0.0,0.0,0.0
ABRACL,0.41383868,0.8931935,0.39761245
ABT1,0.21646106,0.32455817,0.21767746
ABTB1,0.12049848,0.17764366,0.24752034
ABTB2,0.002180968,0.043020785,0.037742462
ACAA1,0.187018,0.41089243,0.4590537
ACAA2,0.11177461,0.247589,0.4327217
ACACA,0.015812017,0.26514852,0.05705256
ACACB,0.009814356,0.019022796,0.10971647
ACAD10,0.013085808,0.059702314,0.052663904
ACAD11,0.0070881457,0.0038045594,0.013165976
ACAD8,0.03871218,0.26983106,0.11849378
ACAD9,0.0376217,0.117356025,0.13780388
ACADL,0.0,0.0032192427,0.02984288
ACADM,0.21755154,0.24729636,0.3045729
ACADS,0.04361936,0.2104214,0.13429295
ACADSB,0.027807342,0.1808629,0.08689544
ACADVL,0.5599635,0.6672612,1.256034
ACAN,0.0,0.00058531685,0.02545422
ACAP1,0.7224456,0.0295585,0.11761604
ACAP2,0.119408,0.3271921,0.3879574
ACAP3,0.07687912,0.19520316,0.16413583
ACAT1,0.16357261,0.2891465,0.44676545
ACAT2,0.06052186,0.18788671,0.17115769
ACBD3,0.12376993,0.74803495,0.323883
ACBD4,0.040893152,0.100674495,0.11761604
ACBD5,0.033805005,0.16301073,0.12112698
ACBD6,0.13849147,0.40064937,0.45115408
ACBD7,0.000545242,0.00029265843,0.0
ACCS,0.016902503,0.048581295,0.06319668
ACD,0.07796961,0.10799096,0.18081273
ACE,0.004907178,0.05238586,0.023698756
ACE2,0.0,0.015510896,0.0
ACER1,0.000545242,0.0,0.0017554634
ACER2,0.0,0.0014632922,0.0
ACER3,0.022900164,0.15598695,0.12112698
ACHE,0.01090484,0.078432456,0.086017706
ACIN1,0.117227025,0.4372317,0.34494856
ACKR1,0.010359598,0.0029265843,0.040375657
ACKR2,0.00272621,0.01873014,0.006144122
ACKR3,0.000545242,0.006145827,0.03686473
ACKR4,0.00272621,0.0073164604,0.037742462
ACLY,0.056705166,0.40884382,0.20275602
ACMSD,0.0,0.0032192427,0.0
ACO1,0.01635726,0.22212775,0.25015354
ACO2,0.3047903,0.2941217,0.34670404
ACOT1,0.000545242,0.00029265843,0.0008777317
ACOT11,0.001090484,0.054141805,0.033353806
ACOT12,0.0,0.00029265843,0.0
ACOT13,0.10577694,0.66404194,0.32300526
ACOT2,0.017447744,0.031021792,0.05090844
ACOT4,0.008723872,0.092772715,0.038620196
ACOT6,0.0,0.0,0.0
ACOT7,0.031078793,0.11267349,0.15448079
ACOT8,0.06924573,0.26719713,0.15535852
ACOT9,0.07851485,0.18700874,0.24664262
ACOX1,0.030533552,0.38660178,0.17466861
ACOX2,0.001090484,0.06848207,0.08777317
ACOX3,0.02126444,0.04419142,0.047397513
ACOXL,0.011995325,0.04272813,0.0008777317
ACP1,0.5359729,1.2435057,0.7882031
ACP2,0.06706477,0.20164165,0.2712191
ACP5,0.36640263,0.42874458,0.68463075
ACP6,0.02126444,0.18759406,0.042131122
ACP7,0.0,0.0,0.0017554634
ACPP,0.0,0.02546128,0.0035109269
ACP4,0.0,0.0,0.0
ACR,0.0,0.0011706337,0.0
ACRBP,0.004361936,0.0040972177,0.006144122
GCNA,0.00545242,0.021364065,0.004388659
ACRV1,0.0,0.00087797525,0.0
ACSBG1,0.001635726,0.00058531685,0.0
ACSBG2,0.000545242,0.00029265843,0.0
ACSF2,0.037076455,0.23120016,0.07460719
ACSF3,0.10305073,0.09657728,0.14307027
ACSL1,0.030533552,0.2935364,0.07987359
ACSL3,0.062157586,0.3678716,0.44852093
ACSL4,0.0441646,0.21832319,0.143948
ACSL5,0.062157586,0.7568147,0.04564205
ACSL6,0.006542904,0.0114136785,0.0035109269
ACSM1,0.001635726,0.013754945,0.0017554634
ACSM2A,0.0,0.0,0.0008777317
ACSM2B,0.0,0.0,0.0
ACSM3,0.02453589,0.060287636,0.021065561
ACSM4,0.0,0.0,0.0
ACSM5,0.000545242,0.00029265843,0.004388659
ACSM6,0.0,0.0,0.0
ACSS1,0.1090484,0.16213277,0.07109627
ACSS2,0.02399065,0.15627961,0.080751315
ACSS3,0.001635726,0.010535703,0.15360305
ACTA1,0.0,0.0017559505,0.0
ACTA2,0.031624034,0.08018841,8.931798
ACTA2-AS1,0.001090484,0.00029265843,0.006144122
ACTB,14.562324,25.731407,31.623796
ACTBL2,0.0,0.0026339258,0.0008777317
ACTC1,0.0,0.00029265843,0.010532781
ACTG1,7.7936893,18.109703,22.672688
ACTG2,0.001635726,0.0011706337,0.65742105
ACTL10,0.022900164,0.04799598,0.01579917
ACTL6A,0.069790974,0.32397285,0.25103128
ACTL6B,0.0,0.00029265843,0.0
ACTL7B,0.0,0.0011706337,0.0008777317
ACTL8,0.0,0.0114136785,0.0
ACTN1,0.022354923,0.48464233,2.067936
ACTN1-AS1,0.0,0.00029265843,0.006144122
ACTN2,0.0,0.00029265843,0.02545422
ACTN3,0.0,0.00058531685,0.0017554634
ACTN4,0.18756326,2.2400076,0.6591765
ACTR10,0.1504868,0.49430007,0.60124624
ACTR1A,0.10196025,0.31226653,0.41077846
ACTR1B,0.14285341,0.35587266,0.40551203
ACTR2,0.48581064,1.0758123,0.7372946
ACTR3,0.73226,0.7655944,0.8742208
ACTR3B,0.0070881457,0.04243547,0.06056349
ACTR3C,0.015812017,0.040679518,0.012288244
ACTR5,0.017447744,0.05384915,0.039497927
ACTR6,0.05725041,0.10682032,0.12024924
ACTR8,0.041438393,0.046532687,0.06319668
ACTRT1,0.0,0.0,0.0
ACTRT2,0.0,0.0,0.0
ACTRT3,0.000545242,0.00936507,0.011410513
ACVR1,0.018538227,0.15452364,0.27648547
ACVR1B,0.004907178,0.17705834,0.09742822
ACVR1C,0.00817863,0.009072411,0.0017554634
ACVR2A,0.004907178,0.039508887,0.11937152
ACVR2B,0.009269114,0.089553475,0.046519782
ACVR2B-AS1,0.0,0.0026339258,0.0017554634
ACVRL1,0.001635726,0.0029265843,0.29228467
ACY1,0.00272621,0.00936507,0.008777318
ACY3,0.11068412,0.015218237,0.0
ACYP1,0.06433856,0.16622998,0.14745893
ACYP2,0.14721534,0.15745023,0.16940223
ADA,0.13085808,0.025168624,0.10796101
ADAD2,0.0,0.0,0.0
ADAL,0.03271452,0.057068393,0.06407441
ADAM10,0.06924573,0.32836273,0.22206612
ADAM11,0.000545242,0.00087797525,0.0035109269
ADAM12,0.001635726,0.0079017775,0.29140693
ADAM15,0.03325976,0.8244187,0.17642407
ADAM17,0.10468646,0.34855616,0.40990072
ADAM18,0.0,0.0,0.0
ADAM19,0.10141501,0.0076091187,0.09918368
ADAM2,0.0,0.0,0.0
ADAM20,0.000545242,0.00058531685,0.0
ADAM20P1,0.0,0.0011706337,0.0008777317
ADAM21,0.0,0.00029265843,0.0
ADAM22,0.001635726,0.0043898765,0.033353806
ADAM23,0.00272621,0.0,0.014043707
ADAM28,0.62539256,0.100089185,0.02984288
ADAM29,0.000545242,0.00029265843,0.0
ADAM30,0.0,0.00029265843,0.0
ADAM32,0.0,0.0043898765,0.010532781
ADAM33,0.000545242,0.00029265843,0.085139975
ADAM8,0.08778396,0.28739056,0.02545422
ADAM9,0.020719197,0.44513345,0.46080914
ADAMDEC1,0.017992986,0.00087797525,0.019310098
ADAMTS1,0.003816694,0.08809018,0.7811812
ADAMTS10,0.001090484,0.008779753,0.093039565
ADAMTS12,0.001635726,0.0040972177,0.3344158
ADAMTS13,0.001090484,0.010828361,0.012288244
ADAMTS14,0.001090484,0.019022796,0.021943292
ADAMTS15,0.000545242,0.0017559505,0.043008853
ADAMTS16,0.000545242,0.0014632922,0.05090844
ADAMTS17,0.001090484,0.004682535,0.01579917
ADAMTS18,0.0,0.0,0.0052663903
ADAMTS19,0.0,0.0,0.004388659
ADAMTS2,0.000545242,0.0,0.3352935
ADAMTS20,0.0,0.0,0.0
ADAMTS3,0.0,0.00058531685,0.021943292
ADAMTS4,0.000545242,0.00087797525,0.23874304
ADAMTS5,0.0,0.0067311437,0.07460719
ADAMTS6,0.02453589,0.004682535,0.040375657
ADAMTS7,0.002180968,0.008487094,0.046519782
ADAMTS8,0.001635726,0.0,0.3291494
ADAMTS9,0.000545242,0.042142812,0.10883873
ADAMTS9-AS1,0.0,0.0,0.01492144
ADAMTS9-AS2,0.000545242,0.03131445,0.08952863
ADAMTSL1,0.0,0.00029265843,0.023698756
ADAMTSL2,0.003816694,0.003511901,0.6284559
ADAMTSL3,0.001635726,0.00087797525,0.102694616
ADAMTSL4,0.012540567,0.026339257,0.11410512
ADAMTSL5,0.0070881457,0.020193432,0.014043707
ADAP1,0.011450082,0.12876971,0.009655049
ADAP2,0.02453589,0.058531683,0.038620196
ADAR,0.38112417,1.1805841,0.57228106
ADARB1,0.015812017,0.026339257,0.28701827
ADARB2,0.002180968,0.00029265843,0.0
ADARB2-AS1,0.0,0.0,0.0017554634
ADAT1,0.02998831,0.12876971,0.07372946
ADAT2,0.011450082,0.03189977,0.03686473
ADAT3,0.003816694,0.0043898765,0.004388659
ADCK1,0.009814356,0.03189977,0.033353806
ADCK2,0.040893152,0.13608617,0.08777317
COQ8A,0.085603,0.17998493,0.18169047
COQ8B,0.031624034,0.103015766,0.14307027
ADCK5,0.02180968,0.09833323,0.053541634
ADCY1,0.003816694,0.023120014,0.01579917
ADCY10,0.0,0.0014632922,0.0008777317
ADCY2,0.0,0.00029265843,0.008777318
ADCY3,0.014721533,0.070530675,0.14745893
ADCY4,0.00272621,0.010535703,0.007899585
ADCY5,0.000545242,0.0026339258,0.02545422
ADCY6,0.002180968,0.10125981,0.06846307
ADCY7,0.034895487,0.05501978,0.06495214
ADCY8,0.0,0.0011706337,0.0
ADCY9,0.00272621,0.10711298,0.05793029
ADCYAP1,0.000545242,0.0011706337,0.01579917
ADCYAP1R1,0.0,0.0,0.004388659
ADD1,0.10741267,0.37167618,0.69691896
ADD2,0.003816694,0.0,0.03510927
ADD3,0.12431517,0.47674057,1.0392343
ADGB,0.0,0.0026339258,0.0008777317
ADGRA1,0.0,0.00029265843,0.0
ADGRA1-AS1,0.0,0.0,0.0
ADGRA2,0.003271452,0.0067311437,0.3625032
ADGRA3,0.001090484,0.08750487,0.10883873
ADGRB1,0.000545242,0.012291654,0.0052663903
ADGRB2,0.003271452,0.011121021,0.026331952
ADGRB3,0.0,0.00029265843,0.043008853
ADGRD1,0.002180968,0.08838284,0.08952863
ADGRD2,0.0,0.00029265843,0.0
ADGRE1,0.002180968,0.0020486088,0.011410513
ADGRE2,0.003271452,0.08311499,0.05968576
ADGRE3,0.000545242,0.00058531685,0.0
ADGRE5,0.36585736,0.43576837,0.24049848
ADGRF1,0.003271452,0.86041576,0.0052663903
ADGRF2,0.0,0.0026339258,0.0
ADGRF3,0.0,0.0,0.0
ADGRF4,0.0,0.025168624,0.0035109269
ADGRF5,0.013085808,1.4229052,0.06056349
ADGRG1,0.008723872,0.22798091,0.0070218537
ADGRG2,0.0,0.004975193,0.047397513
ADGRG3,0.001635726,0.0011706337,0.0
ADGRG4,0.0,0.0,0.0052663903
ADGRG5,0.08342203,0.0,0.0026331951
ADGRG6,0.001635726,0.12964767,0.033353806
ADGRG7,0.0,0.00029265843,0.0
ADGRL1,0.002180968,0.14691453,0.09742822
ADGRL2,0.000545242,0.013754945,0.11322739
ADGRL3,0.0,0.0076091187,0.01579917
ADGRL4,0.0,0.00087797525,0.01579917
ADGRV1,0.001090484,0.059994977,0.006144122
ADH1A,0.0,0.00029265843,0.0017554634
ADH1B,0.02126444,0.0032192427,5.319054
ADH1C,0.001635726,0.3628964,0.07021854
ADH4,0.0,0.00029265843,0.0017554634
ADH5,0.1401272,0.5168348,0.94180614
ADH6,0.0,0.00058531685,0.0
ADH7,0.0,0.004682535,0.0
ADHFE1,0.003271452,0.02546128,0.03510927
ADI1,0.46563667,1.2039968,1.2437458
ADIG,0.0,0.0,0.0
ADIPOQ,0.0,0.00087797525,0.0
ADIPOQ-AS1,0.0,0.00029265843,0.0
ADIPOR1,0.4182006,0.99416065,0.40287888
ADIPOR2,0.041438393,0.21627456,0.13955934
ADIRF,0.02126444,1.3898348,4.9512844
ADK,0.14121768,0.58531684,0.22294386
ADM,0.09323639,0.15686491,0.8417447
ADM2,0.026716856,0.078725114,0.03247607
ADM5,0.002180968,0.025168624,0.017554635
ADNP,0.0545242,0.37109086,0.22118838
ADNP-AS1,0.0070881457,0.009657728,0.008777318
ADNP2,0.036531214,0.153353,0.10445008
ADO,0.020719197,0.10155247,0.10181688
ADORA1,0.0,0.08633423,0.043008853
ADORA2A,0.003271452,0.00029265843,0.0
ADORA2A-AS1,0.03271452,0.0026339258,0.026331952
ADORA2B,0.004361936,0.09891854,0.006144122
ADORA3,0.001635726,0.0020486088,0.0026331951
ADPGK,0.23663503,0.29587767,0.24839808
ADPGK-AS1,0.006542904,0.0026339258,0.0026331951
ADPRH,0.018538227,0.012876971,0.021065561
ADPRHL1,0.004907178,0.03541167,0.007899585
ADPRHL2,0.080695815,0.28387868,0.23523208
ADPRM,0.036531214,0.04126484,0.102694616
ADRA1A,0.0,0.00029265843,0.0035109269
ADRA1B,0.0,0.00029265843,0.0
ADRA1D,0.0,0.00029265843,0.0017554634
ADRA2A,0.000545242,0.0076091187,0.25805312
ADRA2B,0.000545242,0.0038045594,0.0052663903
ADRA2C,0.0,0.0011706337,0.0008777317
ADRB1,0.000545242,0.016974188,0.0008777317
ADRB2,0.0376217,0.29529235,0.018432366
ADRB3,0.0,0.0,0.0008777317
GRK2,0.07851485,0.39655218,0.0912841
GRK3,0.035985973,0.058239024,0.055297095
ADRM1,0.49507973,0.9051925,0.8531552
ADSL,0.119408,0.28124472,0.323883
ADSS2,0.11341033,0.62306976,0.31247246
ADSS1,0.004361936,0.18613075,0.0912841
ADTRP,0.0272621,0.00936507,0.010532781
AEBP1,0.036531214,0.01873014,6.3486333
AEBP2,0.04361936,0.19081327,0.20626695
AEN,0.0752434,0.10564969,0.10181688
TLE5,0.38657656,2.127334,1.1937151
AFAP1,0.001090484,0.09862589,0.26683044
AFAP1-AS1,0.003271452,0.11003956,0.0008777317
AFAP1L1,0.001090484,0.014632921,0.02545422
AFAP1L2,0.00272621,0.01668153,0.03072061
AFF1,0.040347908,0.17471708,0.11498285
AFF2,0.004907178,0.00058531685,0.0017554634
AFF3,0.0752434,0.014632921,0.018432366
AFF4,0.2311826,0.68891793,0.80663544
AFG3L2,0.08396727,0.2273956,0.1939787
AFM,0.0,0.0,0.0
AFMID,0.039257426,0.23617534,0.08689544
AFP,0.0,0.0011706337,0.0
AFTPH,0.13740098,0.27187967,0.11761604
AGA,0.21264437,0.15393832,0.1465812
AGAP1,0.001635726,0.1492558,0.10445008
AGAP14P,0.0,0.0,0.0
AGAP2,0.019628713,0.0014632922,0.007899585
AGAP2-AS1,0.003271452,0.069945365,0.18344593
AGAP3,0.017447744,0.27773282,0.102694616
AGAP4,0.007633388,0.036289643,0.03510927
AGAP5,0.006542904,0.024290647,0.012288244
AGAP6,0.00817863,0.05501978,0.037742462
AGAP9,0.00817863,0.02194938,0.010532781
AGBL1,0.0,0.00087797525,0.0
AGBL1-AS1,0.0,0.0,0.0
AGBL2,0.001635726,0.0114136785,0.0035109269
AGBL3,0.008723872,0.01638887,0.019310098
AGBL4,0.000545242,0.0040972177,0.0017554634
AGBL5,0.02453589,0.1442806,0.047397513
AGBL5-AS1,0.000545242,0.0023412674,0.0017554634
AGER,0.017992986,0.17793633,0.014043707
AGFG1,0.04852654,0.236468,0.1220047
AGFG2,0.01363105,0.05384915,0.03072061
AGGF1,0.069790974,0.28241536,0.29842877
AGK,0.01908347,0.06321422,0.047397513
AGL,0.03816694,0.13052565,0.11410512
AGMAT,0.016902503,0.015218237,0.007899585
AGMO,0.0,0.0,0.006144122
AGO1,0.029443067,0.15159705,0.12551564
AGO2,0.10250549,0.4123557,0.26156405
AGO3,0.07687912,0.25519815,0.32476074
AGO4,0.009269114,0.07960309,0.043886583
AGPAT1,0.069790974,0.295585,0.31510568
AGPAT2,0.14776058,1.9213024,0.5354163
AGPAT3,0.0272621,0.25929534,0.093039565
AGPAT4,0.004907178,0.028387867,0.08689544
AGPAT5,0.05234323,0.08487094,0.06670761
AGPS,0.028352583,0.12876971,0.17203541
AGR2,0.09541735,7.921971,0.080751315
AGR3,0.028897826,6.077345,0.05003071
AGRN,0.017447744,1.135222,0.16062489
AGRP,0.003271452,0.003511901,0.0008777317
AGT,0.0,0.12408717,0.22118838
AGTPBP1,0.02126444,0.053263836,0.018432366
AGTR1,0.0,0.0014632922,0.12288244
AGTR2,0.0,0.00087797525,0.0035109269
AGTRAP,0.06597428,0.5484419,0.75748247
AGXT,0.0,0.0,0.0
AGXT2,0.0,0.0,0.0
AHCTF1,0.0272621,0.17442442,0.10883873
AHCY,0.16575357,0.59029204,0.59949076
AHCYL1,0.08396727,1.1062489,0.75748247
AHCYL2,0.007633388,0.3230949,0.020187829
AHDC1,0.00817863,0.29295108,0.23172116
AHI1,0.13903672,0.34387365,0.5591151
AHNAK,0.43183166,0.78256863,2.2294385
AHNAK2,0.003271452,0.22183509,0.16150263
AHR,0.05288847,2.101873,0.7109627
AHRR,0.003271452,0.0067311437,0.0052663903
AHSA1,0.19028947,0.4834717,0.48099697
AHSA2P,0.05506944,0.1688639,0.17466861
AHSG,0.0,0.00087797525,0.0
AHSP,0.001635726,0.00087797525,0.007899585
AICDA,0.0441646,0.00029265843,0.0
AIDA,0.15430349,0.59877914,0.60563487
AIF1,0.15430349,0.124965146,0.2132888
AIF1L,0.004361936,0.111210205,0.01492144
AIFM1,0.056705166,0.15013376,0.12376017
AIFM2,0.05234323,0.14515857,0.093039565
AIFM3,0.0059976624,0.045654714,0.0070218537
AIG1,0.17883939,0.42932987,0.51347303
CRYBG1,0.05234323,0.15042643,0.02984288
CRYBG2,0.00272621,0.029265841,0.0017554634
AIM2,0.17175123,0.026924575,0.018432366
AIMP1,0.27316624,0.7749595,0.63108915
AIMP2,0.045255087,0.31958297,0.17730181
AIP,0.36040497,0.5335163,0.72763956
AIPL1,0.0,0.0023412674,0.0
AIRE,0.001635726,0.00029265843,0.0035109269
AIRN,0.000545242,0.0,0.0
AJAP1,0.001635726,0.0,0.0008777317
AJUBA,0.001090484,0.11384413,0.05003071
AK1,0.0441646,2.1759152,1.0971646
AK2,0.21591583,1.172975,0.53629404
AK3,0.14885107,0.4389876,0.8417447
AK4,0.004907178,0.16798593,0.08777317
AK5,0.000545242,0.00029265843,0.0070218537
AK6,0.20446575,0.38455316,0.4265776
AK7,0.001090484,0.011706337,0.0
AK8,0.004361936,0.008194435,0.014043707
AK9,0.04307412,0.0661408,0.05090844
AKAP1,0.037076455,0.4823011,0.12288244
AKAP10,0.051252745,0.089846134,0.10971647
AKAP11,0.047436055,0.11325881,0.19661191
AKAP12,0.007633388,0.124965146,1.2507677
AKAP13,0.43128642,0.96752876,1.2411126
AKAP14,0.0,0.00087797525,0.0008777317
AKAP17A,0.20337525,0.25812474,0.20714468
AKAP3,0.001635726,0.0011706337,0.0026331951
AKAP4,0.0,0.0,0.0
AKAP5,0.015266776,0.008194435,0.007899585
AKAP6,0.001090484,0.021071406,0.021943292
AKAP7,0.028352583,0.03541167,0.082506776
AKAP8,0.09487211,0.14047605,0.14745893
AKAP8L,0.085603,0.26017332,0.2185552
AKAP9,0.5746851,1.0670326,1.2419904
AKIP1,0.058340892,0.21071406,0.25805312
AKIRIN1,0.20664671,0.44601142,0.30281743
AKIRIN2,0.27316624,0.20456824,0.2993065
AKNA,0.19137995,0.1322816,0.1360484
AKNAD1,0.0,0.0067311437,0.039497927
AKR1A1,0.61394244,0.94499403,1.1471953
AKR1B1,0.30860698,0.28241536,0.8040023
AKR1B10,0.000545242,0.08691955,0.0017554634
AKR1B15,0.0,0.020486088,0.0
AKR1C1,0.003271452,0.33597186,0.25278673
AKR1C2,0.003816694,0.3722615,0.09918368
AKR1C3,0.00545242,0.42845193,0.25629765
AKR1C4,0.0,0.00058531685,0.0
AKR1D1,0.001090484,0.0,0.0
AKR1E2,0.001090484,0.004682535,0.0026331951
AKR7A2,0.20064907,0.6684318,1.2981652
AKR7A3,0.000545242,0.030436475,0.011410513
AKT1,0.04361936,0.48961753,0.18081273
AKT1S1,0.08396727,0.25666142,0.4011234
AKT2,0.107957914,0.43869495,0.27034137
AKT3,0.025081133,0.0064384853,0.25278673
AKTIP,0.037076455,0.14398794,0.21153334
ALAD,0.04252888,0.12350185,0.15272531
ALAS1,0.044709846,0.22681028,0.17027995
ALAS2,0.0,0.0,0.0
ALB,0.000545242,0.0020486088,0.0017554634
ALCAM,0.06651952,0.9725039,0.10445008
ALDH16A1,0.15266776,0.16388871,0.18871231
ALDH18A1,0.044709846,0.19900772,0.2299657
ALDH1A1,0.014721533,0.048873957,1.3139644
ALDH1A2,0.000545242,0.015803555,0.13780388
ALDH1A3,0.002180968,0.081944354,0.53453857
ALDH1B1,0.01090484,0.08048107,0.16238037
ALDH1L1,0.000545242,0.014632921,0.008777318
ALDH1L1-AS1,0.0,0.0,0.0008777317
ALDH1L1-AS2,0.0,0.0,0.0
ALDH1L2,0.02399065,0.006145827,0.10708327
ALDH2,0.18756326,1.0585456,2.0091279
ALDH3A1,0.001090484,0.035119012,0.010532781
ALDH3A2,0.056159925,0.43576837,0.26683044
ALDH3B1,0.0070881457,0.33538654,0.07724039
ALDH3B2,0.0,0.044776738,0.0
ALDH4A1,0.004907178,0.060287636,0.02545422
ALDH5A1,0.030533552,0.118234,0.03686473
ALDH6A1,0.04252888,0.24378447,0.2492758
ALDH7A1,0.014176291,0.18671608,0.33266032
ALDH8A1,0.000545242,0.0017559505,0.0035109269
ALDH9A1,0.13522002,0.2935364,0.602124
ALDOA,1.8712705,8.94803,5.2584906
ALDOB,0.001635726,0.009657728,0.0
ALDOC,0.050162267,0.21188469,0.18871231
ALG1,0.07687912,0.14018339,0.11937152
ALG10,0.009814356,0.01638887,0.021943292
ALG10B,0.007633388,0.02399799,0.04564205
ALG11,0.014176291,0.017266847,0.021943292
ALG12,0.053433713,0.15393832,0.17817955
ALG13,0.4274697,0.28797588,0.22908798
