GeneID,G2M
LINC00670,9.888655
LINC00671,2.2751446
LINC00672,7.9118457
LINC00673,48.28823
LINC00674,29.46583
LINC00675,1.3999634
LINC00684,0.17668621
LINC00685,22.151054
LINC00689,21.456533
LINC00691,1.7476668
LINC00692,0.0065101576
LINC00693,2.889266
LINC00696,0.56683505
LINC00698,0.0486217
LINC00700,1.0945162
LINC00701,0.002609883
LINC00704,0.0
LINC00705,0.01202346
LINC00707,5.4295015
LINC00710,0.075337246
LINC00837,0.30868724
LINC00838,0.0
LINC00839,11.883475
LINC00840,0.027243432
LINC00841,0.0
LINC00842,0.08375364
LINC00847,16.96161
LINC00851,0.16410092
LINC00852,6.726023
LINC00853,0.18328428
LINC00854,1.6129
LINC00856,1.9378172
LINC00857,0.33574736
LINC00858,0.0026979472
LINGO1,6.0213428
LINGO2,0.3411372
LINGO3,0.03554252
LINGO4,1.3352765
LINS,20.11342
LIPA,27.819557
LIPC,0.0
LIPE,5.385094
LIPF,0.16835776
LIPG,2.321073
LIPH,0.06692254
LIPI,0.2382139
LIPJ,0.0
LIPK,0.0
LIPM,0.0
LIPN,0.006070487
LIPT1,25.005056
LIPT2,6.1075077
LITAF,50.908882
LIX1,2.1827717
LIX1L,11.237418
LLGL1,23.481564
LLGL2,0.46125945
LLPH,70.90715
LMAN1,42.711205
LMAN1L,0.082287565
LMAN2,178.3075
LMAN2L,46.38093
LMBR1,23.309275
LMBR1L,36.5093
LMBRD1,37.40459
LMBRD2,22.239641
LMCD1,17.751703
LMCD1-AS1,2.8039844
LMF1,49.17623
LMF2,24.259699
LMLN,6.8956923
LMNA,152.94514
LMNB1,107.672935
LMNB2,88.16438
LMO1,37.44743
LMO2,6.3989296
LMO3,73.876305
LMO4,24.719082
LMO7,24.056822
LMOD1,2.333673
LMOD2,0.27894023
LMOD3,2.0193498
LMTK2,13.219078
LMTK3,0.14824116
LMX1A,0.0
LMX1B,1.6072545
LNP1,25.63238
LNPEP,15.494697
LNX1,23.78449
LNX1-AS1,0.14615732
LNX1-AS2,0.5225806
LNX2,5.4337583
LOC100009676,5.406995
LOC100093631,1.0970757
LOC100093698,0.039501466
LOC100126784,14.563627
LOC100127888,3.7738888
LOC100127983,33.687534
LOC100128054,0.44973543
LOC100128076,0.053196482
LOC100128164,0.8023704
LOC100128176,1.118803
LOC100128239,3.5266788
LOC100128252,75.72613
LOC100128264,0.21744882
LOC100128288,13.347682
LOC100128338,3.453613
LOC100128361,4.7152233
LOC100128398,13.35443
LOC100128420,0.064398825
LOC100128505,0.16832693
LOC100128531,5.7658215
LOC100128554,0.0
LOC100128568,0.3311437
LOC100128573,2.8616984
LOC100128593,0.2949551
LOC100128675,1.1941354
LOC100128682,2.8319943
LOC100128714,0.038854644
LOC100128750,0.0
LOC100128770,0.07266884
LOC100128787,0.0
LOC100128822,9.903448
LOC100128881,0.68055475
LOC100128946,0.029882831
LOC100128993,0.0
LOC100129027,0.0
LOC100129034,28.0191
LOC100129046,0.8575974
LOC100129055,0.34263936
LOC100129083,0.36964795
LOC100129138,0.64911705
LOC100129148,0.3061303
LOC100129175,0.0
LOC100129213,0.70612884
LOC100129216,0.3241972
LOC100129250,9.480894
LOC100129269,4.726014
LOC100129316,0.0
LOC100129345,0.0
LOC100129361,34.843384
LOC100129427,0.21903226
LOC100129480,3.9797914
LOC100129518,3.2273064
LOC100129520,0.0033431083
LOC100129534,0.82371444
LOC100129550,4.317367
LOC100129617,0.64893407
LOC100129620,0.0
LOC100129636,0.2435777
LOC100129722,0.5360128
LOC100129726,4.0809636
LOC100129794,0.6746924
LOC100129858,0.16266862
LOC100129917,14.184234
LOC100129924,0.21618554
LOC100129931,7.0727673
LOC100129935,0.98167425
LOC100129961,6.4157524
LOC100130000,3.3531542
LOC100130015,2.4474773
LOC100130075,0.79574776
LOC100130093,7.8213177
LOC100130155,0.6104704
LOC100130231,0.8806932
LOC100130238,0.0
LOC100130264,0.8417596
LOC100130275,3.2035704
LOC100130298,9.601692
LOC100130301,0.31709808
LOC100130331,0.07225809
LOC100130348,0.50141287
LOC100130357,5.068697
LOC100130370,0.6098851
LOC100130417,0.40117478
LOC100130451,7.436575
LOC100130452,0.12595308
LOC100130476,0.18070221
LOC100130480,0.0
LOC100130539,0.033665597
LOC100130557,9.157187
LOC100130581,3.6227036
LOC100130673,0.0856305
LOC100130691,3.3419282
LOC100130700,0.18999311
LOC100130705,0.93187416
LOC100130744,2.297863
LOC100130776,21.418728
LOC100130849,0.0
LOC100130855,5.2261925
LOC100130872,1.076545
LOC100130880,0.23043826
LOC100130894,1.2461876
LOC100130899,1.6553663
LOC100130950,1.0983657
LOC100130954,7.9297967
LOC100130964,0.0
LOC100130987,2.5540698
LOC100130992,0.4128446
LOC100131047,0.029061582
LOC100131060,0.25856158
LOC100131067,8.392193
LOC100131089,8.972611
LOC100131094,0.28733245
LOC100131096,2.3278332
LOC100131138,0.0
LOC100131234,20.94909
LOC100131257,28.864012
LOC100131289,1.4028152
LOC100131320,0.044340074
LOC100131347,1.3907111
LOC100131434,0.36354905
LOC100131496,1.8719702
LOC100131551,0.80269325
LOC100131564,7.427048
LOC100131626,2.5032868
LOC100131635,0.0
LOC100131655,2.6010015
LOC100131691,3.2973602
LOC100131726,0.53527915
LOC100131825,0.348858
LOC100132062,0.123431
LOC100132077,3.989826
LOC100132078,0.37815252
LOC100132111,1.0084603
LOC100132146,0.045395862
LOC100132215,6.9799213
LOC100132247,16.71395
LOC100132273,9.446218
LOC100132287,0.123431
LOC100132352,40.310947
LOC100132354,0.0
LOC100132356,9.947796
LOC100132707,10.464254
LOC100132735,1.003783
LOC100132741,0.092492566
LOC100132781,7.9816065
LOC100132831,0.0
LOC100132832,10.650968
LOC100132891,0.5091876
LOC100133050,0.69597644
LOC100133091,6.128304
LOC100133123,0.0
LOC100133161,0.72208375
LOC100133267,0.12686217
LOC100133286,1.7883437
LOC100133315,6.6172485
LOC100133331,14.013373
LOC100133445,0.22917342
LOC100133461,0.0
LOC100133612,0.7739575
LOC100133669,0.6193548
LOC100133920,6.180813
LOC100133957,2.1363842
LOC100133985,4.2377815
LOC100134229,1.6506461
LOC100134259,0.0
LOC100134317,4.8015985
LOC100134368,0.41187683
LOC100134868,15.154877
LOC100144595,3.3409262
LOC100144597,0.0
LOC100144602,0.27891496
LOC100144603,2.0924284
LOC100144604,0.12709677
LOC100169752,0.0
LOC100188947,4.1026692
LOC100190940,0.634369
LOC100190986,181.9731
LOC100192426,0.0
LOC100216479,15.206477
LOC100216545,37.178257
LOC100216546,13.881338
LOC100240734,3.4451299
LOC100240735,9.557839
LOC100268168,5.763416
LOC100270679,0.0
LOC100270746,3.5412722
LOC100270804,5.868899
LOC100271702,0.0
LOC100271722,2.7787583
LOC100271832,0.25809383
LOC100271836,37.00898
LOC100272216,34.163025
LOC100272217,6.880596
LOC100272228,1.4780068
LOC100286793,2.9699664
LOC100286922,0.0
LOC100287010,0.9164522
LOC100287015,7.2437882
LOC100287036,0.3850444
LOC100287042,4.4288225
LOC100287072,0.37419313
LOC100287177,0.87657017
LOC100287225,4.0754924
LOC100287314,5.4707294
LOC100287534,0.0
LOC100287632,0.02079179
LOC100287704,0.0
LOC100287792,3.6298807
LOC100287834,0.0
LOC100287846,2.9426403
LOC100287879,0.0
LOC100287944,0.06815249
LOC100288069,38.25683
LOC100288079,0.025777314
LOC100288122,3.4443326
LOC100288123,0.51260936
LOC100288181,0.9724115
LOC100288198,2.9776344
LOC100288255,0.04747787
LOC100288346,0.8859313
LOC100288432,0.85542774
LOC100288524,0.0
LOC100288570,0.0
LOC100288637,39.802628
LOC100288748,1.8665688
LOC100288778,13.469677
LOC100288814,1.6608462
LOC100288842,9.263425
LOC100288846,4.5067987
LOC100288911,4.36561
LOC100288974,0.25902745
LOC100289019,7.3930626
LOC100289092,5.787494
LOC100289137,1.5022641
LOC100289187,3.9375746
LOC100289230,12.241711
LOC100289341,4.467219
LOC100289361,7.748515
LOC100289473,0.7004731
LOC100289495,2.4973347
LOC100289509,0.61248004
LOC100289511,5.232687
LOC100289561,1.1508503
LOC100289650,0.0
LOC100289656,0.16424882
LOC100289673,0.09947214
LOC100292680,0.74563074
LOC100294145,23.71071
LOC100294362,6.2924914
LOC100302640,1.1790346
LOC100303749,13.249177
LOC100335030,4.1615753
LOC100379224,23.911167
LOC100422737,0.43838716
LOC100498859,0.4384769
LOC100499183,4.875305
LOC100499194,0.0
LOC100499227,0.41460186
LOC100499405,0.6855533
LOC100499484,1.5067195
LOC100499484-C9ORF174,0.92063856
LOC100499489,5.4038053
LOC100500773,0.027302098
LOC100505474,0.042522904
LOC100505478,0.0
LOC100505495,1.1370693
LOC100505540,1.561856
LOC100505545,0.0
LOC100505549,3.1958175
LOC100505619,0.0
LOC100505622,0.0
LOC100505624,0.43041003
LOC100505633,0.12914942
LOC100505648,9.150686
LOC100505658,1.7526096
LOC100505659,1.3382416
LOC100505666,0.9418552
LOC100505676,0.7490899
LOC100505679,4.4408226
LOC100505687,44.00644
LOC100505695,6.7401447
LOC100505702,0.6544571
LOC100505715,9.509884
LOC100505716,7.190593
LOC100505718,0.023695014
LOC100505738,17.162868
LOC100505761,2.2632084
LOC100505768,0.64879847
LOC100505776,1.5158957
LOC100505782,0.0
LOC100505783,40.90804
LOC100505795,1.1297607
LOC100505806,8.623395
LOC100505812,5.452733
LOC100505817,0.5193529
LOC100505835,0.0
LOC100505839,0.5258402
LOC100505841,0.06756604
LOC100505865,7.6132526
LOC100505875,0.005630396
LOC100505876,37.527782
LOC100505912,2.3631938
LOC100505918,1.6239706
LOC100505933,0.0
LOC100505964,0.03387097
LOC100505978,2.3589702
LOC100505989,3.5704448
LOC100506013,0.05736104
LOC100506023,1.9246058
LOC100506025,0.002580645
LOC100506035,0.48783156
LOC100506050,0.05278585
LOC100506054,21.608568
LOC100506060,7.743683
LOC100506071,0.5027548
LOC100506082,1.1032615
LOC100506083,9.192507
LOC100506085,1.0460097
LOC100506100,0.8509392
LOC100506122,0.0
LOC100506123,23.586327
LOC100506124,4.099041
LOC100506134,0.41706747
LOC100506136,1.364479
LOC100506172,0.045309693
LOC100506178,0.62201786
LOC100506190,11.698704
LOC100506195,1.0141608
LOC100506207,1.5687014
LOC100506229,0.0
LOC100506233,56.54011
LOC100506241,5.5280075
LOC100506274,0.60724074
LOC100506305,6.064053
LOC100506314,0.12334311
LOC100506321,0.81921065
LOC100506343,6.621031
LOC100506368,0.0
LOC100506384,1.2496413
LOC100506385,12.581842
LOC100506388,0.7396439
LOC100506393,0.043929618
LOC100506394,2.796542
LOC100506403,0.0
LOC100506421,40.94763
LOC100506422,0.1420522
LOC100506451,13.942856
LOC100506469,6.352425
LOC100506472,4.5664997
LOC100506474,15.147208
LOC100506497,0.71240467
LOC100506548,21.16023
LOC100506585,0.7730527
LOC100506599,2.229249
LOC100506655,0.83433974
LOC100506668,25.3581
LOC100506688,7.6721587
LOC100506710,45.085255
LOC100506713,3.900267
LOC100506714,8.616841
LOC100506730,4.259089
LOC100506746,7.332274
LOC100506776,0.5811725
LOC100506795,0.5319062
LOC100506801,1.3063862
LOC100506804,1.3676628
LOC100506810,0.31398827
LOC100506834,1.3833166
LOC100506844,197.31827
LOC100506874,0.81853324
LOC100506895,0.7006159
LOC100506963,6.3991513
LOC100506990,15.384453
LOC100507003,0.04351906
LOC100507032,6.448456
LOC100507053,2.042702
LOC100507066,0.6699705
LOC100507091,0.26530898
LOC100507117,5.808176
LOC100507118,1.629669
LOC100507140,0.495044
LOC100507156,1.0310833
LOC100507173,8.329663
LOC100507194,0.38946506
LOC100507205,0.0
LOC100507206,0.52157754
LOC100507217,57.998604
LOC100507244,1.3063245
LOC100507250,3.907952
LOC100507254,0.0486217
LOC100507266,3.9134982
LOC100507299,2.0482013
LOC100507300,1.5534062
LOC100507334,0.0
LOC100507346,6.2811427
LOC100507351,0.0827861
LOC100507362,0.0
LOC100507373,5.37603
LOC100507377,0.17683245
LOC100507384,0.0
LOC100507387,0.0074194465
LOC100507389,0.0
LOC100507391,0.0047214557
LOC100507410,0.0
LOC100507424,6.609643
LOC100507433,6.247433
LOC100507443,0.0
LOC100507462,2.2152193
LOC100507463,15.327671
LOC100507472,0.11146627
LOC100507489,0.57544756
LOC100507501,3.699773
LOC100507537,0.10234612
LOC100507547,5.1173015
LOC100507557,7.5299897
LOC100507564,2.5178213
LOC100507577,15.51136
LOC100507584,0.39214104
LOC100507600,0.43409702
LOC100507632,0.018592376
LOC100507634,4.2006407
LOC100507651,0.14818239
LOC100508120,3.5238154
LOC100527964,6.06122
LOC100616530,0.3082689
LOC100630918,10.469525
LOC100630923,1.428629
LOC100631378,0.2797978
LOC100652739,0.19143438
LOC100652768,1.1943626
LOC100652770,0.22591534
LOC100652772,19.83977
LOC100652791,3.1861904
LOC100652909,0.060967743
LOC100652999,8.66175
LOC100653515,1.9512278
LOC100862671,5.482136
LOC100873065,1.4921007
LOC100996291,2.395436
LOC100996307,1.6388618
LOC100996455,0.60809064
LOC101054525,0.0
LOC101055625,0.0
LOC101059948,0.16548172
LOC101101776,3.7320263
LOC113230,0.8543693
LOC115110,0.17692073
LOC116437,0.053664006
LOC143666,4.4021425
LOC144486,4.528235
LOC144742,0.6624048
LOC145474,4.27583
LOC145783,4.494766
LOC145820,4.5581794
LOC145837,1.7441233
LOC145845,0.054340176
LOC146481,0.37290323
LOC146513,0.0
LOC146880,1.3524618
LOC147093,0.0
LOC147646,0.16082111
LOC148145,0.038709678
LOC148413,23.897913
LOC148696,0.34727475
LOC148709,11.405151
LOC149086,0.0
LOC149134,1.1169502
LOC149373,0.003958944
LOC149950,0.0
LOC150185,0.0
LOC150197,0.05322401
LOC150381,5.367576
LOC150568,14.539449
LOC150622,4.9734554
LOC150776,17.037104
LOC150935,2.429764
LOC151009,0.8297609
LOC151171,0.41175953
LOC151174,1.8482009
LOC151475,4.0278616
LOC151484,0.11841472
LOC152217,62.814224
LOC152225,0.26566094
LOC152578,0.43882424
LOC152742,0.071790814
LOC153684,2.761922
LOC153910,0.0
LOC154092,0.57026696
LOC154449,0.011525061
LOC154761,9.191556
LOC154872,0.0
LOC155060,3.911114
LOC157273,0.9191799
LOC157381,0.17281523
LOC158376,0.0
LOC158434,1.3686509
LOC158435,2.0529363
LOC158572,3.459248
LOC158696,1.3186243
LOC1720,0.0
LOC200726,0.17243119
LOC200772,0.0048973607
LOC201617,0.0
LOC201651,0.5873999
LOC202181,14.786207
LOC202781,30.556963
LOC220729,46.25154
LOC221122,0.06463336
LOC253039,15.717226
LOC253044,0.26366952
LOC253573,0.14372434
LOC254099,0.0
LOC254100,4.8115
LOC254128,23.61256
LOC254559,20.55947
LOC254896,0.19785617
LOC255025,0.0
LOC255130,0.31348974
LOC255167,0.5520836
LOC255411,0.27008772
LOC255512,7.6479197
LOC255654,0.14973558
LOC256021,3.858267
LOC256880,5.588232
LOC257358,0.0
LOC257396,4.699841
LOC282997,2.428387
LOC283038,0.35556817
LOC283070,5.9370785
LOC283143,1.0873158
LOC283174,12.460288
LOC283177,0.34372443
LOC283194,0.0
LOC283214,0.047712676
LOC283299,1.7953373
LOC283332,0.09536657
LOC283335,2.9363294
LOC283403,0.0
LOC283440,0.010762463
LOC283585,0.26483947
LOC283587,0.15434006
LOC283663,5.1125064
LOC283683,6.844978
LOC283688,0.42712626
LOC283692,0.28480923
LOC283693,5.3425636
LOC283710,0.14263928
LOC283731,1.5461304
LOC283761,3.1076689
LOC283856,1.3319061
LOC283867,0.004868035
LOC283914,0.9452821
LOC283922,15.9239645
LOC284009,1.3858255
LOC284023,20.483305
LOC284080,0.1074508
LOC284100,0.0086510265
LOC284260,4.7338657
LOC284276,1.4096448
LOC284294,0.0
LOC284344,0.0
LOC284379,5.350353
LOC284385,13.967142
LOC284395,0.043401767
LOC284412,8.537157
LOC284454,38.757805
LOC284551,2.291995
LOC284578,0.48343137
LOC284581,9.750056
LOC284632,0.060938466
LOC284648,8.895984
LOC284661,0.0031964811
LOC284688,0.0
LOC284751,0.020557076
LOC284757,0.21782938
LOC284788,0.0
LOC284798,0.6543344
LOC284801,0.026158601
LOC284837,0.8487942
LOC284865,2.5467722
LOC284889,1.9303824
LOC284933,0.5781185
LOC284950,5.6120567
LOC284998,3.531642
LOC285000,0.0
LOC285033,2.6916077
LOC285074,6.9151382
LOC285084,0.2385402
LOC285419,0.04085044
LOC285441,0.1476541
LOC285484,0.0
LOC285501,0.11530806
LOC285540,4.869058
LOC285547,0.004281525
LOC285548,0.25296003
LOC285577,0.41803515
LOC285593,0.14269795
LOC285626,0.0
LOC285627,0.0
LOC285629,0.11175841
LOC285692,0.07284471
LOC285696,2.5235488
LOC285740,0.62109137
LOC285758,9.993227
LOC285762,0.11372452
LOC285768,0.006979439
LOC285819,0.17211129
LOC285847,0.34237516
LOC285878,1.7665688
LOC285889,0.036598355
LOC285972,1.9405738
LOC286059,0.020439953
LOC286083,0.0032551321
LOC286094,0.0
LOC286114,0.0
LOC286135,0.0
LOC286177,0.32043844
LOC286184,0.47709522
LOC286186,3.9783592
LOC286189,0.23930028
LOC286190,1.1119931
LOC286238,0.0
LOC286297,2.9407759
LOC286359,0.3926676
LOC286367,1.4653369
LOC286370,0.019618856
LOC286437,80.28121
LOC286442,0.028416421
LOC286467,3.3054583
LOC338651,0.4375376
LOC338758,7.5875373
LOC338799,9.741721
LOC338817,2.502898
LOC338963,0.2030521
LOC339166,0.96234417
LOC339240,0.044076204
LOC339298,0.11533735
LOC339442,0.34158358
LOC339505,0.16035458
LOC339524,0.66055614
LOC339529,0.7697067
LOC339535,0.0
LOC339568,0.15431426
LOC339593,0.282434
LOC339622,0.35858914
LOC339666,0.64841574
LOC339788,0.0
LOC339803,9.840708
LOC339807,0.30809385
LOC339822,0.010615927
LOC339862,0.13970675
LOC339874,0.09870955
LOC339894,0.9446721
LOC339975,0.303167
LOC340017,0.03771261
LOC340073,0.009706729
LOC340074,0.007507331
LOC340094,0.0
LOC340107,0.0
LOC340113,0.0
LOC340357,0.0
LOC340508,0.0
LOC340515,2.3684177
LOC341056,0.4011146
LOC344595,6.9265585
LOC344887,0.043049894
LOC344967,2.5986514
LOC348761,0.61507344
LOC349160,0.16665567
LOC349196,9.695815
LOC374443,25.297253
LOC375196,0.9198208
LOC375295,14.785268
LOC387723,2.0543942
LOC387895,0.5115007
LOC388152,10.35949
LOC388242,0.65038264
LOC388499,0.035307862
LOC388553,0.020351907
LOC388692,2.2677915
LOC388796,74.0876
LOC388813,0.2688224
LOC388849,0.13768345
LOC388906,0.2522874
LOC388942,0.0
LOC388948,0.044575512
LOC389023,7.148698
LOC389033,0.0
LOC389043,0.0
LOC389247,1.3643708
LOC389332,0.18812522
LOC389458,0.45325464
LOC389634,0.37932563
LOC389641,6.248473
LOC389705,1.1398233
LOC389765,5.5115466
LOC389791,17.39456
LOC389895,0.6185044
LOC389906,6.162557
LOC390660,0.042023744
LOC390705,0.23252201
LOC391322,1.380408
LOC392196,0.13011731
LOC392232,0.0045160535
LOC392364,1.2563612
LOC399715,0.7180372
LOC399744,8.317006
LOC399753,1.4471574
LOC399815,1.473931
LOC399829,0.51639414
LOC400027,62.693607
LOC400043,17.039158
LOC400084,0.18530767
LOC400456,0.12677099
LOC400548,1.6102332
LOC400558,0.0
LOC400620,0.0
LOC400654,0.12431085
LOC400655,0.49170083
LOC400657,21.941818
LOC400680,6.4942083
LOC400684,2.6814063
LOC400685,1.6133702
LOC400752,1.8705913
LOC400794,0.018299138
LOC400891,1.7527269
LOC400927,9.27389
LOC400940,5.879367
LOC400958,2.0143673
LOC401010,0.6472398
LOC401052,6.7332196
LOC401074,3.8965373
LOC401109,0.10970645
LOC401127,0.6570674
LOC401134,0.049296282
LOC401164,0.22703812
LOC401177,0.0
LOC401242,0.64332485
LOC401320,4.3690324
LOC401321,16.382202
LOC401324,0.3685925
LOC401397,116.04699
LOC401463,0.0
LOC401497,0.0
LOC401557,0.19633411
LOC401980,0.4158381
LOC402160,0.06486804
LOC402779,0.04090909
LOC407835,0.0
LOC415056,0.21237546
LOC439994,18.32149
LOC440028,1.8014649
LOC440040,9.750926
LOC440117,0.014926687
LOC440173,5.173769
LOC440243,1.630383
LOC440288,26.379217
LOC440297,7.790316
LOC440300,8.2246065
LOC440311,0.032463368
LOC440335,0.24000001
LOC440354,57.713196
LOC440356,1.8684521
LOC440434,23.04623
LOC440461,0.0
LOC440518,0.035982534
LOC440563,0.14630528
LOC440600,1.2430813
LOC440700,0.727826
LOC440704,0.11096788
LOC440894,2.0199292
LOC440895,0.1518475
LOC440896,4.8261676
LOC440900,0.93469185
LOC440905,0.2657478
LOC440910,0.0128739
LOC440925,0.0
LOC440970,1.0463625
LOC441009,0.05633431
LOC441025,0.0
LOC441081,51.308563
LOC441155,4.4817
LOC441204,14.665815
LOC441242,2.1598032
LOC441454,8.136738
LOC441455,1.4443719
LOC441461,0.9093571
LOC441601,0.15061563
LOC441666,9.938239
LOC442028,0.26639244
LOC442132,0.4711408
LOC442459,0.19020526
LOC442497,0.19695015
LOC493754,30.6433
LOC494127,0.029149558
LOC494141,3.1498346
LOC494558,0.0
LOC503519,0.14041056
LOC541471,23.031778
LOC541473,3.7697768
LOC550112,13.478694
LOC550113,0.10404692
LOC550643,105.18061
LOC553103,1.0573926
LOC554206,6.4919257
LOC554223,0.09586511
LOC574538,0.02058661
LOC595101,12.674038
LOC606724,4.5946846
LOC613037,3.0318928
LOC613038,0.63918024
LOC619207,0.1398242
LOC63930,0.011349036
LOC641367,2.9506443
LOC641515,1.1712316
LOC641746,0.27026385
LOC642236,7.5771136
LOC642361,10.998089
LOC642366,0.0
LOC642423,0.74067134
LOC642426,0.1558392
LOC642846,18.267008
LOC642852,3.3491876
LOC642929,2.4544396
LOC643037,0.0952786
LOC643201,5.306569
LOC643339,0.23480934
LOC643355,1.1210843
LOC643387,1.2535199
LOC643401,7.131081
LOC643406,115.68973
LOC643441,0.0
LOC643486,0.0
LOC643529,2.215881
LOC643542,0.78340256
LOC643623,2.5754616
LOC643648,1.1954161
LOC643669,7.709208
LOC643714,0.047360703
LOC643723,1.7507329
LOC643733,0.0
LOC643770,5.0579376
LOC643802,0.23469198
LOC643837,6.93684
LOC643923,1.9800193
LOC644145,0.6404985
LOC644172,1.087532
LOC644189,0.046068836
LOC644248,0.0
LOC644554,8.076268
LOC644649,0.0
LOC644656,26.38279
LOC644669,0.995602
LOC644838,0.0
LOC644936,2.1714978
LOC644961,12.2551
LOC645166,11.985225
LOC645212,21.357738
LOC645249,2.0074735
LOC645355,0.0
LOC645434,0.05483871
LOC645513,40.84842
LOC645638,0.21970674
LOC645752,0.16064517
LOC645949,0.0
LOC646168,0.08269851
LOC646214,90.24939
LOC646268,0.0
LOC646278,3.1495595
LOC646329,12.598364
LOC646471,4.146424
LOC646498,0.44160905
LOC646626,1.5540882
LOC646719,40.20856
LOC646736,0.9657535
LOC646743,0.0
LOC646762,49.89688
LOC646813,0.17178747
LOC646862,0.0
LOC646903,7.5021496
LOC646938,0.06985337
LOC646999,7.118435
LOC647323,0.0
LOC647859,0.43355042
LOC648691,1.0098243
LOC648987,9.304575
LOC649133,0.0025806772
LOC649330,0.22178897
LOC649352,0.19501466
LOC649395,1.3415625
LOC650226,10.70212
LOC650293,0.8213218
LOC650368,0.5388254
LOC652276,20.675886
LOC653160,0.11401765
LOC653486,0.0
LOC653501,0.81032354
LOC653513,5.769428
LOC653653,5.5971885
LOC653712,3.2202418
LOC653786,0.6077029
LOC654342,8.39507
LOC654433,12.717274
LOC727677,0.035864744
LOC727849,2.7798214
LOC727896,4.376456
LOC727915,0.025659824
LOC727924,0.25319648
LOC727982,0.12917879
LOC728012,0.0
LOC728024,6.1875014
LOC728040,0.0
LOC728084,0.029970676
LOC728175,0.48844844
LOC728190,26.383152
LOC728218,0.8251022
LOC728228,1.1380707
LOC728323,4.5104666
LOC728342,0.715629
LOC728377,0.06565983
LOC728392,8.711512
LOC728407,12.0042095
LOC728431,0.9565143
LOC728463,2.2551777
LOC728537,0.1318495
LOC728554,39.71542
LOC728558,4.868151
LOC728606,2.6775956
LOC728613,8.661943
LOC728716,0.0
LOC728724,0.0
LOC728730,2.6600878
LOC728739,0.0
LOC728743,3.3653843
LOC728752,7.352079
LOC728819,9.434669
LOC728875,9.800547
LOC728989,0.7893839
LOC729013,18.398884
LOC729020,0.28607076
LOC729041,0.030029325
LOC729059,0.18052779
LOC729080,1.6376133
LOC729121,0.09791795
LOC729176,0.111114495
LOC729177,4.5798044
LOC729444,2.0004413
LOC729506,0.47088063
LOC729603,5.437614
LOC729609,2.212893
LOC729683,1.5143411
LOC729732,6.5083623
LOC729737,2.5348856
LOC729739,1.5750144
LOC729852,35.306477
LOC729911,0.0
LOC729950,0.0
LOC729966,0.7788553
LOC729970,1.4770385
LOC729987,4.609205
LOC730091,2.0132875
LOC730101,26.087542
LOC730102,2.1728451
LOC730159,0.026070382
LOC730183,5.8037887
LOC730227,1.7734923
LOC730441,0.50659823
LOC730668,0.4414652
LOC730811,0.030146629
LOC731223,0.88865244
LOC731275,28.222984
LOC731424,2.7808235
LOC731779,0.0
LOC732275,0.0
LOC79015,0.06471982
LOC81691,31.958082
LOC84931,0.04621701
LOC90246,0.31155676
LOC90499,6.7844152
LOC90784,8.212722
LOC90834,18.222338
LOC91450,1.1831136
LOC91948,18.249342
LOC92249,6.893748
LOC93432,0.047124732
LOC93622,6.108792
LOC96610,20.667006
LOH12CR1,20.948257
LOH12CR2,18.798023
LONP1,27.055918
LONP2,45.843758
LONRF1,6.3539095
LONRF2,4.9468923
LONRF3,3.948656
LOR,0.0761271
LOX,8.294526
LOXHD1,0.0060117664
LOXL1,0.9658069
LOXL1-AS1,2.7651088
LOXL2,6.4219832
LOXL3,27.94706
LOXL4,96.712456
LPA,0.009765396
LPAL2,21.317005
LPAR1,10.887725
LPAR2,7.60062
LPAR3,0.043198377
LPAR4,4.297178
LPAR5,0.03733138
LPAR6,21.192883
LPCAT1,13.45022
LPCAT2,5.468837
LPCAT3,27.704147
LPCAT4,1.5006716
LPGAT1,10.064871
LPHN1,3.642679
LPHN2,10.290732
LPHN3,28.255165
LPIN1,13.25782
LPIN2,13.459333
LPIN3,3.126915
LPL,41.646786
LPO,0.0
LPP,21.367605
LPP-AS2,3.1341324
LPPR1,144.66115
LPPR2,28.181366
LPPR3,0.31093737
LPPR4,9.464717
LPPR5,2.2821226
LPXN,3.9958203
LRAT,0.98416346
LRBA,7.097043
LRCH1,3.7617373
LRCH2,2.3016164
LRCH3,51.58278
LRCH4,8.412249
LRCOL1,0.03580647
LRFN1,0.75932544
LRFN2,0.008269892
LRFN3,1.3033469
LRFN4,3.2392874
LRFN5,4.828539
LRG1,2.091728
LRGUK,4.259387
LRIF1,53.638115
LRIG1,15.379419
LRIG2,19.851147
LRIG3,3.858793
LRIT1,0.0
LRIT2,0.0
LRIT3,0.6701839
LRMP,0.95407885
LRP1,52.65718
LRP10,12.8214655
LRP11,5.2468762
LRP12,20.390064
LRP1B,6.584852
LRP2,0.022492675
LRP2BP,4.289259
LRP3,7.1039267
LRP4,10.654664
LRP4-AS1,7.8141847
LRP5,6.790664
LRP5L,6.9051332
LRP6,32.195633
LRP8,6.4025636
LRPAP1,30.162033
LRPPRC,36.515972
LRR1,52.418095
LRRC1,4.5275316
LRRC10,0.9059823
LRRC10B,1.5195546
LRRC14,14.828659
LRRC14B,0.0
LRRC15,0.032404575
LRRC16A,13.439349
LRRC16B,1.2211087
LRRC17,21.942863
LRRC18,0.07545454
LRRC19,0.61416376
LRRC2,1.8912625
LRRC2-AS1,0.0
LRRC20,7.9550548
LRRC23,11.13358
LRRC24,1.786852
LRRC25,1.8955653
LRRC26,0.3192082
